date,institut,subject,link
2021-06-14,IFOP,Les indices de popularité de Juin 2021,https://www.ifop.com/article/les-indices-de-popularite-de-juin-2021
2021-06-14,IFOP,Enquête internationale sur les opinions et usages des salariés à l’égard du cloud,https://www.ifop.com/article/enquete-internationale-sur-les-opinions-et-usages-des-salaries-a-legard-du-cloud
2021-06-14,HARRIS INTERACTIVE,Les Français et la Fête de la science, https://harris-interactive.fr/opinion_polls/les-francais-et-la-fete-de-la-science/
2021-06-11,IPSOS,"À l'approche du sommet du G7, un appel urgent à une reprise inclusive",https://www.ipsos.com/fr-fr/lapproche-du-sommet-du-g7-un-appel-urgent-une-reprise-inclusive
2021-06-11,IFOP,Les Français et la mise en place d’un revenu de base,https://www.ifop.com/article/les-francais-et-la-mise-en-place-dun-revenu-de-base
2021-06-11,ODOXA,Euro 2021 : les Bleus favoris… avec Giroud ou Benzema en pointe !,https://www.odoxa.fr/sondage/euro-2021-les-bleus-favoris-avec-giroud-ou-benzema-en-pointe/
2021-06-10,ODOXA,Régionales : des élections pas assez digitales,https://www.odoxa.fr/sondage/regionales-des-elections-pas-assez-digitales/
2021-06-10,ODOXA,Le moral rebondit de façon spectaculaire et la voiture (surtout électrique) a plus que jamais la cote !,https://www.odoxa.fr/sondage/le-moral-rebondit-de-facon-spectaculaire-et-la-voiture-surtout-electrique-a-plus-que-jamais-la-cote/
2021-06-10,ODOXA,Les Français sont très opposés à une réforme des retraites avant la présidentielle,https://www.odoxa.fr/sondage/les-francais-sont-tres-opposes-a-une-reforme-des-retraites-avant-la-presidentielle/
2021-06-10,ODOXA,Les métiers du numérique séduisent mais véhiculent aussi de nombreux stéréotypes,https://www.odoxa.fr/sondage/les-metiers-du-numerique-seduisent-mais-vehiculent-aussi-de-nombreux-stereotypes/
2021-06-10,IFOP,L’indicateur de participation à moins de deux semaines du premier tour des élections régionales,https://www.ifop.com/article/lindicateur-de-participation-a-moins-de-deux-semaines-du-premier-tour-des-elections-regionales
2021-06-10,IFOP,[COMMUNIQUÉ DE PRESSE] Frédéric Dabi est nommé Directeur Général Opinion du Groupe Ifop,https://www.ifop.com/article/communique-de-presse-frederic-dabi-est-nomme-directeur-general-opinion-du-groupe-ifop
2021-06-10,IFOP,L’observatoire meteojob des discriminations à l’embauche,https://www.ifop.com/article/lobservatoire-meteojob-des-discriminations-a-lembauche
2021-06-10,IFOP,Balises d’opinion #142 Le jugement sur la capacité de plusieurs personnalités à faire mieux qu’E. Macron,https://www.ifop.com/article/balises-dopinion-142-le-jugement-sur-la-capacite-de-plusieurs-personnalites-a-faire-mieux-que-macron
2021-06-09,CSA,Balise d’opinion – la réaction des français suite à la gifle reçue par le chef de l’Etat,https://csa.eu/news/balise-dopinion-la-reaction-des-francais-suite-a-la-gifle-recue-par-le-chef-de-letat/
2021-06-09,ELABE,Elections régionales de 2021 dans les Hauts-de-France,https://elabe.fr/regionales2021-hauts-de-france/
2021-06-09,IFOP,Le tableau de bord des personnalités Paris Match/Sud Radio – Ifop/Fiducial – Juin 2021,https://www.ifop.com/article/le-tableau-de-bord-des-personnalites-paris-match-sud-radio-ifop-fiducial-juin-2021
2021-06-09,CSA,Balise d’opinion – Les français et les rodéos sauvages,https://csa.eu/news/balise-dopinion-les-francais-et-les-rodeos-sauvages/
2021-06-08,IFOP,Les enjeux prioritaires des Français,https://www.ifop.com/article/les-enjeux-prioritaires-des-francais
2021-06-08,HARRIS INTERACTIVE,La mobilité professionnelle en entreprise, https://harris-interactive.fr/opinion_polls/la-mobilite-professionnelle-en-entreprise/
2021-06-08,HARRIS INTERACTIVE,Baromètre d’intentions de vote pour l’élection présidentielle de 2022 – Vague 5, https://harris-interactive.fr/opinion_polls/barometre-dintentions-de-vote-pour-lelection-presidentielle-de-2022-vague-5/
2021-06-08,BVA,Régionales 2021 : Etat des lieux et intentions de vote en Ile-de-France - Juin 2021,https://www.bva-xsight.com/sondages/regionales-2021-etat-des-lieux-et-intentions-de-vote-en-ile-de-france-2/
2021-06-08,CSA,CSA crée un pôle luxe et nomme Eric Garcia pour le diriger,https://csa.eu/news/csa-cree-un-pole-luxe-et-nomme-eric-garcia-pour-le-diriger/
2021-06-08,HARRIS INTERACTIVE,Développement du numérique et enjeux environnementaux : une possible cohabitation ?, https://harris-interactive.fr/opinion_polls/developpement-du-numerique-et-enjeux-environnementaux-une-possible-cohabitation/
2021-06-08,ELABE,Elections régionales de 2021 en Normandie,https://elabe.fr/regionales2021-normandie/
2021-06-07,IFOP,Le climat politique en Auvergne-Rhône-Alpes pour les élections régionales de juin 2021,https://www.ifop.com/article/le-climat-electoral-en-auvergne-rhone-alpes-pour-les-elections-regionales-de-juin-2021
2021-06-07,IFOP,Le regard des Français sur le projet de loi bioéthique,https://www.ifop.com/article/le-regard-des-francais-sur-le-projet-de-loi-bioethique
2021-06-07,IFOP,Les Français et l’ordonnance de 1945,https://www.ifop.com/article/les-francais-et-lordonnance-de-1945
2021-06-07,IFOP,"Les Français, l’euro 2020 et le retour de Benzema en équipe de France",https://www.ifop.com/article/les-francais-leuro-2020-et-le-retour-de-benzema-en-equipe-de-france
2021-06-07,CSA,Les Français et les pourboires,https://csa.eu/news/les-francais-et-les-pourboires/
2021-06-07,HARRIS INTERACTIVE,Baromètre de confiance dans les institutions – MAI 2021, https://harris-interactive.fr/opinion_polls/barometre-de-confiance-dans-les-institutions-mai-2021/
2021-06-07,IFOP,"La position des français(es) sur la PMA, la GPA et le don de gamètes",https://www.ifop.com/article/la-position-des-francaises-sur-la-pma-la-gpa-et-le-don-de-gametes
2021-06-07,BVA,Regards des habitants d'Occitanie sur les regroupements de professionnels de santé,https://www.bva-xsight.com/sondages/regards-habitants-doccitanie-structures-de-soins-coordonnes/
2021-06-07,IFOP,Les Français et l’aspect économique de la crise du Covid-19,https://www.ifop.com/article/les-francais-et-laspect-economique-de-la-crise-du-covid-19
2021-06-05,ODOXA,"Bleus : N’Golo Kanté, joueur préféré des amateurs de football !",https://www.odoxa.fr/sondage/bleus-ngolo-kante-joueur-prefere-des-amateurs-de-football/
2021-06-04,HARRIS INTERACTIVE,Le regard des Français sur le droit de vote des résidents étrangers aux élections locales – Edition 2021, https://harris-interactive.fr/opinion_polls/le-regard-des-francais-sur-le-droit-de-vote-des-residents-etrangers-aux-elections-locales-baro-edition-2021/
2021-06-03,ODOXA,Emmanuel Macron et les Français : la reconquête en marche ?,https://www.odoxa.fr/sondage/emmanuel-macron-et-les-francais-la-reconquete-en-marche/
2021-06-03,BVA,L'indicateur DRIMKI/BVA des projets immobiliers - Juin 2021,https://www.bva-xsight.com/sondages/lindicateur-drimki-bva-projets-immobiliers-3/
2021-06-03,CSA,Balise d’opinion – le jugement des français sur l’exécution des peines par les étrangers condamnés,https://csa.eu/news/balise-dopinion-le-jugement-des-francais-sur-lexecution-des-peines-par-les-etrangers-condamnes/
2021-06-03,IFOP,Profil sociologique et politique des téléspectateurs des émissions de Cyril Hanouna,https://www.ifop.com/article/profil-sociologique-et-politique-des-telespectateurs-des-emissions-de-cyril-hanouna
2021-06-03,ELABE,Les Français et le télétravail,https://elabe.fr/les-francais-et-le-teletravail/
2021-06-03,IFOP,Balises d’opinion 141 – Questions d’actualité Juin 2021,https://www.ifop.com/article/balises-dopinion-141-questions-dactualite-juin-2021
2021-06-03,IFOP,Les Français et le cannabis La longue marche de l’opinion vers la dépénalisation,https://www.ifop.com/article/les-francais-et-le-cannabis-la-longue-marche-de-lopinion-vers-la-depenalisation-2
2021-06-03,IFOP,Le climat politique en Nouvelle-Aquitaine pour les élections régionales de 2021,https://www.ifop.com/article/le-climat-politique-en-nouvelle-aquitaine-pour-les-elections-regionales-de-2021
2021-06-03,IFOP,Le regard des Français sur une relance de la réforme des retraites,https://www.ifop.com/article/le-regard-des-francais-sur-une-relance-de-la-reforme-des-retraites
2021-06-03,ELABE,L’Observatoire politique – Juin 2021,https://elabe.fr/barometre-politique-juin2021/
2021-06-02,IPSOS,Baromètre politique Ipsos-Le Point : un léger effet du déconfinement sur la popularité d’Emmanuel Macron ? ,https://www.ipsos.com/fr-fr/regionales-2021/barometre-politique-ipsos-le-point-un-leger-effet-du-deconfinement-sur-la-popularite-demmanuel
2021-06-02,ODOXA,Nouvelles méthodes de travail : un aller sans retour possible aux yeux des Français et des salariés,https://www.odoxa.fr/sondage/nouvelles-methodes-de-travail-un-aller-sans-retour-possible-aux-yeux-des-francais-et-des-salaries/
2021-06-02,ODOXA,Les Français veulent aider les jeunes en difficulté… mais ne savent pas comment s’y prendre,https://www.odoxa.fr/sondage/les-francais-veulent-aider-les-jeunes-en-difficulte-mais-ne-savent-pas-comment-sy-prendre/
2021-06-02,IPSOS,Régionales 2021 en Hauts-de-France :  la liste menée par Xavier Bertrand toujours en tête des intentions de vote,https://www.ipsos.com/fr-fr/regionales-2021-en-hauts-de-france-la-liste-menee-par-xavier-bertrand-toujours-en-tete-des
2021-06-02,BVA,Régionales 2021 : Etat des lieux et intentions de vote dans les Hauts-de-France - Juin 2021,https://www.bva-xsight.com/sondages/regionales-2021-etat-lieux-intentions-de-vote-hauts-de-france-2/
2021-06-02,IFOP,Les Français et la place de la France sur l’échiquier du commerce mondial,https://www.ifop.com/article/les-francais-et-la-place-de-la-france-sur-lechiquier-du-commerce-mondial
2021-06-02,IFOP,Le tableau de bord politique  Paris Match/Sud Radio – Ifop/Fiducial  – juin 2021,https://www.ifop.com/article/le-tableau-de-bord-politique-paris-match-sud-radio-ifop-fiducial-juin-2021
2021-06-02,HARRIS INTERACTIVE,Baromètre d’intentions de vote pour l’élection présidentielle de 2022 – Vague 4, https://harris-interactive.fr/opinion_polls/barometre-dintentions-de-vote-pour-lelection-presidentielle-de-2022-vague-4/
2021-06-02,ELABE,Elections régionales de 2021 en Île-de-France,https://elabe.fr/regionales2021-ile-de-france/
2021-06-01,OPINION WAY,Estimations 1er tour – National - Juin 2021,https://www.opinion-way.com/fr/publications/estimations-1er-tour-national-2021-15708/
2021-06-01,OPINION WAY,Estimations 1er tour – Région PACA - Juin 2021,https://www.opinion-way.com/fr/publications/estimations-1er-tour-region-paca-2021-15706/
2021-06-01,OPINION WAY,Estimations 1er tour – Région IDF - Juin 2021,https://www.opinion-way.com/fr/publications/estimations-1er-tour-region-idf-2021-15710/
2021-06-01,OPINION WAY,Estimations 1er tour – Région AURA - Juin 2021,https://www.opinion-way.com/fr/publications/estimations-1er-tour-region-aura-2021-15712/
2021-06-01,OPINION WAY,Estimations 1er tour – Région HDF - Juin 2021,https://www.opinion-way.com/fr/publications/estimations-1er-tour-region-hdf-2021-15714/
2021-06-01,OPINION WAY,Les intentions de vote pour l’élection régionale en PACA – Vague 3 - Juin 2021,https://www.opinion-way.com/fr/publications/les-intentions-de-vote-pour-lelection-regionale-en-paca-vague-3-2021-15688/
2021-06-01,OPINION WAY,Les Français et leur budget sortie de crise - Juin 2021,https://www.opinion-way.com/fr/publications/les-francais-et-leur-budget-sortie-de-crise-2021-15680/
2021-06-01,OPINION WAY,Les Français et le zéro déchet – vague 2 - Juin 2021,https://www.opinion-way.com/fr/publications/les-francais-et-le-zero-dechet-vague-2-2021-15644/
2021-06-01,OPINION WAY,Résultats – RégioTrack – Vague 6 - Juin 2021,https://www.opinion-way.com/fr/publications/resultats-regiotrack-vague-6-2021-15686/
2021-06-01,OPINION WAY,Les intentions de vote pour l’élection régionale dans les Hauts-de-France – Vague 3 - Juin 2021,https://www.opinion-way.com/fr/publications/les-intentions-de-vote-pour-lelection-regionale-dans-les-hauts-de-france-vague-3-2021-15682/
2021-06-01,OPINION WAY,Le manager de proximité de demain - Juin 2021,https://www.opinion-way.com/fr/publications/le-manager-de-proximite-de-demain-2021-15694/
2021-06-01,OPINION WAY,ECOMOB – Perception et enjeux de l’écomobilité en entreprise – Juin 2021 - Juin 2021,https://www.opinion-way.com/fr/publications/ecomob-perception-et-enjeux-de-lecomobilite-en-entreprise-juin-2021-2021-18042/
2021-06-01,OPINION WAY,Les intentions de vote pour l’élection régionale en Ile-de-France – Vague 1 - Juin 2021,https://www.opinion-way.com/fr/publications/les-intentions-de-vote-pour-lelection-regionale-en-ile-de-france-vague-1-2021-15642/
2021-06-01,OPINION WAY,CCI France – La Tribune – LCI – La Grande Consultation des Entrepreneurs – Juin 2021 - Juin 2021,https://www.opinion-way.com/fr/publications/cci-france-la-tribune-lci-la-grande-consultation-des-entrepreneurs-juin-2021-2021-18044/
2021-06-01,OPINION WAY,Les Français et la traçabilité numérique des vaccins - Juin 2021,https://www.opinion-way.com/fr/publications/les-francais-et-la-tracabilite-numerique-des-vaccins-2021-15648/
2021-06-01,OPINION WAY,Les intentions de vote pour l’élection régionale en AURA – Vague 1 - Juin 2021,https://www.opinion-way.com/fr/publications/les-intentions-de-vote-pour-lelection-regionale-en-aura-vague-1-2021-15646/
2021-06-01,OPINION WAY,"Travaux immobiliers, quelles sont les tendances des Français - Juin 2021",https://www.opinion-way.com/fr/publications/travaux-immobiliers-quelles-sont-les-tendances-des-francais-2021-15650/
2021-06-01,OPINION WAY,Baromètre de la confiance des PME-ETI – Vague 107 - Juin 2021,https://www.opinion-way.com/fr/publications/barometre-de-la-confiance-des-pme-eti-vague-107-2021-15656/
2021-06-01,OPINION WAY,Les intentions de vote pour l’élection régionale en PACA – Vague 1 - Juin 2021,https://www.opinion-way.com/fr/publications/les-intentions-de-vote-pour-lelection-regionale-en-paca-vague-1-2021-15654/
2021-06-01,OPINION WAY,Les Français et les fleurs - Juin 2021,https://www.opinion-way.com/fr/publications/les-francais-et-les-fleurs-2021-15652/
2021-06-01,OPINION WAY,Les intentions de vote pour l’élection régionale dans les Hauts-de-France – Vague 2 - Juin 2021,https://www.opinion-way.com/fr/publications/les-intentions-de-vote-pour-lelection-regionale-dans-les-hauts-de-france-vague-2-2021-15658/
2021-06-01,OPINION WAY,Synthèse – L’avis des habitants de Bourgogne-Franche-Comté sur l’impact des projets éoliens - Juin 2021,https://www.opinion-way.com/fr/publications/synthese-lavis-des-habitants-de-bourgogne-franche-comte-sur-limpact-des-projets-eoliens-2021-15666/
2021-06-01,OPINION WAY,Les intentions de vote pour l’élection régionale en Ile-de-France – Vague 2 - Juin 2021,https://www.opinion-way.com/fr/publications/les-intentions-de-vote-pour-lelection-regionale-en-ile-de-france-vague-2-2021-15660/
2021-06-01,OPINION WAY,Les intentions de vote pour l’élection régionale en AURA – Vague 2 - Juin 2021,https://www.opinion-way.com/fr/publications/les-intentions-de-vote-pour-lelection-regionale-en-aura-vague-2-2021-15668/
2021-06-01,OPINION WAY,Les intentions de vote pour l’élection régionale en PACA – Vague 2 - Juin 2021,https://www.opinion-way.com/fr/publications/les-intentions-de-vote-pour-lelection-regionale-en-paca-vague-2-2021-15670/
2021-06-01,OPINION WAY,Les intentions de vote pour l’élection régionale en AURA – Vague 3 - Juin 2021,https://www.opinion-way.com/fr/publications/les-intentions-de-vote-pour-lelection-regionale-en-aura-vague-3-2021-15672/
2021-06-01,OPINION WAY,La situation en Normandie à une semaine des élections régionales - Juin 2021,https://www.opinion-way.com/fr/publications/la-situation-en-normandie-a-une-semaine-des-elections-regionales-2021-15678/
2021-06-01,OPINION WAY,Les intentions de vote pour l’élection régionale en Ile-de-France – Vague 3 - Juin 2021,https://www.opinion-way.com/fr/publications/les-intentions-de-vote-pour-lelection-regionale-en-ile-de-france-vague-3-2021-15676/
2021-06-01,OPINION WAY,EcoScope – Juin 2021 - Juin 2021,https://www.opinion-way.com/fr/publications/ecoscope-juin-2021-2021-15674/
2021-06-01,OPINION WAY,L’Observatoire des aspirations - Juin 2021,https://www.opinion-way.com/fr/publications/lobservatoire-des-aspirations-2021-15684/
2021-06-01,OPINION WAY,L’avis des habitants de Bourgogne-Franche-Comté sur l’impact des projets éoliens - Juin 2021,https://www.opinion-way.com/fr/publications/lavis-des-habitants-de-bourgogne-franche-comte-sur-limpact-des-projets-eoliens-2021-15664/
2021-06-01,OPINION WAY,Sociologie du vote – Régionales 2021 – 1er tour - Juin 2021,https://www.opinion-way.com/fr/publications/sociologie-du-vote-regionales-2021-1er-tour-2021-15690/
2021-06-01,OPINION WAY,Estimations 2nd tour – Région PACA - Juin 2021,https://www.opinion-way.com/fr/publications/estimations-2nd-tour-region-paca-2021-15720/
2021-06-01,OPINION WAY,Baromètre des étudiants et de l’entrepreneuriat - Juin 2021,https://www.opinion-way.com/fr/publications/barometre-des-etudiants-et-de-lentrepreneuriat-2021-15662/
2021-06-01,OPINION WAY,Les intentions de vote pour l’élection régionale en AURA – 2nd tour - Juin 2021,https://www.opinion-way.com/fr/publications/les-intentions-de-vote-pour-lelection-regionale-en-aura-2nd-tour-2021-15698/
2021-06-01,IPSOS,Un agriculteur sur deux se dit pessimiste en dépit des opportunités offertes par le secteur,https://www.ipsos.com/fr-fr/un-agriculteur-sur-deux-se-dit-pessimiste-en-depit-des-opportunites-offertes-par-le-secteur
2021-06-01,IFOP,Le regard des Français sur Boris Johnson,https://www.ifop.com/article/le-regard-des-francais-sur-boris-johnson
2021-06-01,OPINION WAY,Panorama des actionnaires individuels en France - Juin 2021,https://www.opinion-way.com/fr/publications/panorama-des-actionnaires-individuels-en-france-2021-15692/
2021-06-01,OPINION WAY,"Recrutement et crise sanitaire, analyse des transformations du secteur - Juin 2021",https://www.opinion-way.com/fr/publications/recrutement-et-crise-sanitaire-analyse-des-transformations-du-secteur-2021-15732/
2021-06-01,OPINION WAY,Observatoire des déplacements professionnels – 28 juin 2021 - Juin 2021,https://www.opinion-way.com/fr/publications/observatoire-des-deplacements-professionnels-28-juin-2021-2021-15734/
2021-06-01,OPINION WAY,Sociologie du vote au second tour – Régionales 2021 - Juin 2021,https://www.opinion-way.com/fr/publications/sociologie-du-vote-au-second-tour-regionales-2021-2021-15736/
2021-06-01,OPINION WAY,Sondage jour du vote Second tour – Régionales 2021 - Juin 2021,https://www.opinion-way.com/fr/publications/sondage-jour-du-vote-second-tour-regionales-2021-2021-15718/
2021-06-01,OPINION WAY,Estimation abstention 2nd tour des élections régionales 2021 - Juin 2021,https://www.opinion-way.com/fr/publications/estimation-abstention-2nd-tour-des-elections-regionales-2021-2021-15716/
2021-06-01,OPINION WAY,Estimations 2nd tour – Région AURA - Juin 2021,https://www.opinion-way.com/fr/publications/estimations-2nd-tour-region-aura-2021-15722/
2021-06-01,OPINION WAY,Estimations 2nd tour – Région HDF - Juin 2021,https://www.opinion-way.com/fr/publications/estimations-2nd-tour-region-hdf-2021-15724/
2021-06-01,OPINION WAY,Carte des listes en tête au second tour – Régionales 2021 – 27 Juin 2021 - Juin 2021,https://www.opinion-way.com/fr/publications/carte-des-listes-en-tete-au-second-tour-regionales-2021-27-juin-2021-2021-15726/
2021-06-01,OPINION WAY,Estimations 2nd tour – Région IDF – 27 juin 2021 - Juin 2021,https://www.opinion-way.com/fr/publications/estimations-2nd-tour-region-idf-27-juin-2021-2021-15728/
2021-06-01,OPINION WAY,Sondage Soir du vote – Intention de vote pour le 1er tour de la présidentielle 2022 – 27 juin 2021 - Juin 2021,https://www.opinion-way.com/fr/publications/sondage-soir-du-vote-intention-de-vote-pour-le-1er-tour-de-la-presidentielle-2022-27-juin-2021-2021-15730/
2021-06-01,OPINION WAY,La Grande Consultation des Entrepreneurs – Vague 60 - Juin 2021,https://www.opinion-way.com/fr/publications/la-grande-consultation-des-entrepreneurs-vague-60-2021-15700/
2021-06-01,OPINION WAY,Les intentions de vote pour l’élection régionale en PACA – Vague 4 - Juin 2021,https://www.opinion-way.com/fr/publications/les-intentions-de-vote-pour-lelection-regionale-en-paca-vague-4-2021-15702/
2021-06-01,OPINION WAY,Les intentions de vote pour l’élection régionale dans les Hauts-de-France – 2nd tour - Juin 2021,https://www.opinion-way.com/fr/publications/les-intentions-de-vote-pour-lelection-regionale-dans-les-hauts-de-france-2nd-tour-2021-15704/
2021-06-01,OPINION WAY,Les intentions de vote pour l’élection régionale en Ile-de-France – 2nd tour - Juin 2021,https://www.opinion-way.com/fr/publications/les-intentions-de-vote-pour-lelection-regionale-en-ile-de-france-2nd-tour-2021-15696/
2021-05-31,IPSOS,Le tabac est encore présent dans plus de 90% des films français,https://www.ipsos.com/fr-fr/le-tabac-est-encore-present-dans-plus-de-90-des-films-francais
2021-05-30,ODOXA,Désintérêt pour Roland Garros : l’hémorragie s’arrête enfin,https://www.odoxa.fr/sondage/desinteret-pour-roland-garros-lhemorragie-sarrete-enfin/
2021-05-28,CSA,Brands & you spécial Santé,https://csa.eu/news/brands-you-special-sante/
2021-05-28,IFOP,"Les Françaises, les coupes menstruelles et l’impact des règles sur leur vie",https://www.ifop.com/article/les-francaises-les-coupes-menstruelles-et-limpact-des-regles-sur-leur-vie
2021-05-28,IFOP,Eté 2021 : une nouvelle donne pour les colonies de vacances ?,https://www.ifop.com/article/ete-2021-une-nouvelle-donne-pour-les-colonies-de-vacances
2021-05-28,IFOP,Les traits d’images d’E. Macron après sa participation à la vidéo de McFly et Carlito,https://www.ifop.com/article/les-traits-dimages-de-macron-apres-sa-participation-a-la-video-de-mcfly-et-carlito
2021-05-28,HARRIS INTERACTIVE,Regard des Français sur les enjeux liés au vapotage – Baromètre Vague 2021, https://harris-interactive.fr/opinion_polls/regard-des-francais-sur-les-enjeux-lies-au-vapotage-barometre-vague-1/
2021-05-27,HARRIS INTERACTIVE,Les Français à la découverte de l’hydrogène, https://harris-interactive.fr/opinion_polls/les-francais-a-la-decouverte-de-lhydrogene/
2021-05-27,HARRIS INTERACTIVE,Les zOOms de l’Observatoire Cetelem / Des vacances sous garantie, https://harris-interactive.fr/opinion_polls/les-zooms-de-lobservatoire-cetelem-des-vacances-sous-garantie/
2021-05-27,ODOXA,Les juges et surtout les policiers sont aimés… leurs ministres ne le sont pas,https://www.odoxa.fr/sondage/les-juges-et-surtout-les-policiers-sont-aimes-leurs-ministres-ne-le-sont-pas/
2021-05-27,IFOP,Le regard des Français sur la nécessité d’une candidature unique à gauche pour l’élection présidentielle,https://www.ifop.com/article/le-regard-des-francais-sur-la-necessite-dune-candidature-unique-a-gauche-pour-lelection-presidentielle
2021-05-27,IFOP,Balise 140 – Le regard des Français sur la police et la justice,https://www.ifop.com/article/le-regard-des-francais-sur-la-police-et-la-justice
2021-05-27,IPSOS,Génération Covid : comment les jeunes des grandes écoles voient-ils leur avenir professionnel ?,https://www.ipsos.com/fr-fr/presidentielle-2022/generation-covid-comment-les-jeunes-des-grandes-ecoles-voient-ils-leur-avenir-professionnel
2021-05-27,CSA,Consommation et santé unique : vers un nouveau rapport à l’alimentation ?,https://csa.eu/news/consommation-et-sante-unique-vers-un-nouveau-rapport-a-lalimentation/
2021-05-27,CSA,Balise d’opinion : les français et la justice,https://csa.eu/news/balise-dopinion-les-francais-et-la-justice/
2021-05-27,CSA,Balise d’opinion : les français et la justice,https://csa.eu/news/balise-dopinion-les-francais-et-la-justice-2/
2021-05-26,IPSOS,"A un mois de la date limite pour reporter ses droits DIF sur son compte personnel de formation, où en sont les salariés sur ce sujet ?",https://www.ipsos.com/fr-fr/un-mois-de-la-date-limite-pour-reporter-ses-droits-dif-sur-son-compte-personnel-de-formation-ou-en
2021-05-26,HARRIS INTERACTIVE,Baromètre d’intentions de vote pour l’élection présidentielle de 2022 – Vague 3, https://harris-interactive.fr/opinion_polls/barometre-dintentions-de-vote-pour-lelection-presidentielle-de-2022-vague-3/
2021-05-26,IFOP,Ce que les célibataires assument le plus (et le moins) sur les sites de rencontre,https://www.ifop.com/article/ce-que-les-celibataires-assument-le-plus-et-le-moins-sur-les-sites-de-rencontre
2021-05-26,IFOP,Le climat politique en Auvergne-Rhône-Alpes pour les élections régionales de 2021,https://www.ifop.com/article/le-climat-politique-en-auvergne-rhone-alpes-pour-les-elections-regionales-de-2021
2021-05-26,IFOP,"Les Français, les énergies renouvelables et la protection de la biodiversité",https://www.ifop.com/article/les-francais-les-energies-renouvelables-et-la-protection-de-la-biodiversite
2021-05-26,ELABE,Elections régionales de 2021 en Provence-Alpes-Côte d’Azur,https://elabe.fr/regionales2021-paca/
2021-05-26,HARRIS INTERACTIVE,Intentions de vote Hauts de France – Régionales 2021, https://harris-interactive.fr/opinion_polls/intentions-de-vote-hauts-de-france-regionales-2021/
2021-05-25,IFOP,Les indices de popularité mai 2021,https://www.ifop.com/article/les-indices-de-popularite-mai-2021
2021-05-25,BVA,Les Français et la ville de demain,https://www.bva-xsight.com/sondages/francais-ville-de-demain/
2021-05-25,ODOXA,Baromètre politique : le déconfinement et l’approche des régionales rebattent les cartes du jeu politique,https://www.odoxa.fr/sondage/barometre-politique-le-deconfinement-et-lapproche-des-regionales-rebattent-les-cartes-du-jeu-politique/
2021-05-25,IFOP,Le climat politique en Île-de-France pour les élections régionales de 2021,https://www.ifop.com/article/le-climat-politique-en-ile-de-france-pour-les-elections-regionales-de-2021
2021-05-22,ODOXA,"Baromètre Sport Odoxa - Winamax - RTLBilan de la Ligue 1 : LOSC champion, Galtier plébiscité et Mbappé « canonisé »",https://www.odoxa.fr/sondage/bilan-de-la-ligue-1-losc-champion-galtier-plebiscite-et-mbappe-canonise/
2021-05-21,IFOP,Adhésion des Français à différents enjeux liés à la biodiversité,https://www.ifop.com/article/adhesion-des-francais-a-differents-enjeux-lies-a-la-biodiversite
2021-05-21,ODOXA,"Avec le déconfinement, la confiance revient !",https://www.odoxa.fr/sondage/avec-le-deconfinement-la-confiance-revient/
2021-05-21,ODOXA,Les Français approuvent le retour de Karim Benzema en équipe de France,https://www.odoxa.fr/sondage/les-francais-approuvent-le-retour-de-karim-benzema-en-equipe-de-francec/
2021-05-21,IFOP,Le regard des habitants de la région sur l’avenir territorial des Pays de la Loire,https://www.ifop.com/article/le-regard-des-habitants-de-la-region-sur-lavenir-territorial-des-pays-de-la-loire
2021-05-21,BVA,Observatoire de la politique nationale BVA-Orange-RTL : Mai 2021,https://www.bva-xsight.com/sondages/observatoire-de-politique-nationale-bva-orange-rtl-mai-2021/
2021-05-20,IFOP,Le climat politique en Hauts-de-France pour les élections régionales de 2021,https://www.ifop.com/article/le-climat-politique-en-hauts-de-france-pour-les-elections-regionales-de-2021
2021-05-20,IFOP,Le regard des Français sur la gestion de la campagne de vaccination,https://www.ifop.com/article/le-regard-des-francais-sur-la-gestion-de-la-campagne-de-vaccination
2021-05-20,HARRIS INTERACTIVE,Le désir de voyage post-covid des Français, https://harris-interactive.fr/opinion_polls/le-desir-de-voyage-post-covid-des-francais/
2021-05-20,ELABE,Déconfinement : les envies des Français,https://elabe.fr/epidemie-covid19-vague40/
2021-05-19,HARRIS INTERACTIVE,Baromètre d’intentions de vote pour l’élection présidentielle de 2022 – Vague 2, https://harris-interactive.fr/opinion_polls/intentions-de-vote-presidentielle-2022-mai-2021/
2021-05-19,ODOXA,Les Français attendent avec hâte la réouverture des restaurants,https://www.odoxa.fr/sondage/les-francais-attendent-avec-hate-la-reouverture-des-restaurants/
2021-05-19,CSA,CSA Index égalité femmes hommes 2020,https://csa.eu/news/csa-index-egalite-femmes-hommes-2020/
2021-05-18,IFOP,Les décisionnaires RH et les enjeux de santé au travail,https://www.ifop.com/article/les-decisionnaires-rh-et-les-enjeux-de-sante-au-travail
2021-05-18,ODOXA,Un report de la loi Grand Age et Autonomie serait un risque politique pour Emmanuel Macron,https://www.odoxa.fr/sondage/un-report-de-la-loi-grand-age-et-autonomie-serait-un-risque-politique-pour-emmanuel-macron/
2021-05-18,IFOP,"[Podcast #2 – Saison 3] Entreprise à mission, un statut win/win pour les dirigeants et les salariés ? Enquête exclusive Ifop",https://www.ifop.com/article/webinar-2-saison-3-entreprise-a-mission-un-statut-win-win-pour-les-dirigeants-et-les-salaries-enquete-exclusive-ifop
